,,,,,,
"PERÍODO_LECTIVO TIPO_DE_PERÍODO_LECTIVO","ID","SIGLA","NOME","CURSO","REGENTE","RESPONSÁVEL"
"1º Sem",7194,"SIMA","Sistemas de Informação e Modelação em Ambiente","Mestrado Integrado em Engenharia do Ambiente",,"António da Nóbrega de Sousa da Câmara"
"1º Sem",5233,"TMP","Teoria e Metodologias de Projecto","Mestrado em Engenharia Mecânica",,"António Manuel Flores Romão de Azevedo Gonçalves Coelho"
"1º Sem",7428,"TMP","Teoria e Metodologias de Projecto","Mestrado Integrado em Engenharia Mecânica",,"António Manuel Flores Romão de Azevedo Gonçalves Coelho"
"1º Sem",5479,"TPSIG","Técnicas de Planeamento e Sistemas de Informação Geográfica","Estudos Avançados em Território, Ambiente e Desenvolvimento Sustentável",,"João António Muralha Ribeiro Farinha"
"1º Sem",7188,"TPT","Técnicas de Planeamento Territorial e Sustentabilidade Local","Mestrado Integrado em Engenharia do Ambiente",,"João António Muralha Ribeiro Farinha"
"1º Sem",8080,"Vrl","Virologia","Licenciatura em Biologia Celular e Molecular",,"António José Cabrita Lucas Laires"
"1º Tri",9205,"GIR","Gestão Integrada de Resíduos","Estudos Avançados em Engenharia Sanitária e Gestão Integrada de Resíduos",,"Maria da Graça Madeira Martinho"
"1º Tri",9203,"TA","Tratamento de Águas","Estudos Avançados em Engenharia Sanitária e Gestão Integrada de Resíduos",,"Maria Gabriela Lourenço da Silva Féria de Almeida"
"1º Tri",9204,"TAR","Tratamento de Águas Residuais","Estudos Avançados em Engenharia Sanitária e Gestão Integrada de Resíduos",,"Leonor Miranda Monteiro do Amaral"
"2º Sem",9916,"CR","Complementos de Restrições","Mestrado em Lógica Computacional",,"Pedro Manuel Corrêa Calvente Barahona"
"2º Sem",3660,"CMM","Comportamento Mecânico dos Materiais","Mestrado Integrado em Engenharia Física",,"Jorge Joaquim Pamies Teixeira"
"2º Sem",3660,"CMM","Comportamento Mecânico dos Materiais","Mestrado Integrado em Engenharia Mecânica",,"Jorge Joaquim Pamies Teixeira"
"2º Sem",9228,"CP","Constraint Programming","Programa Doutoral em Informática",,"Pedro Manuel Corrêa Calvente Barahona"
"2º Sem",9482,"DPT","Desenvolvimento do Plano da Tese","Programa Doutoral em Engenharia Industrial",,"Virgílio António da Cruz Machado"
"2º Sem",5348,"DrtPA","Direito e Política do Ambiente","Mestrado Integrado em Engenharia do Ambiente",,"Nuno S. Lacasta"
"2º Sem",9389,"DissCons","Dissertação em Construção","Estudos Gerais",,"Fernando Manuel Anjos Henriques"
"2º Sem",9389,"DissCons","Dissertação em Construção","Mestrado Integrado em Engenharia Civil",,"Fernando Manuel Anjos Henriques"
"2º Sem",8894,"DissEBio","Dissertação em Energia e Bioenergia","Mestrado em Energia e Bioenergia",,"Benilde Simões Mendes"
"2º Sem",8895,"DissER","Dissertação em Energias Renováveis","Mestrado em Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis",,"Adolfo Sanchez Steiger Garção"
"2º Sem",8898,"DissRE","Dissertação em Engenharia Civil (Reabilitação de Edifícios)","Mestrado em Engenharia Civil (Reabilitação de Edifícios)",,"Fernando Manuel Anjos Henriques"
"2º Sem",8900,"DissEGA","Dissertação em Engenharia e Gestão da Água","Mestrado em Engenharia e Gestão da Água",,"António Pedro de Nobre Carmona Rodrigues"
"2º Sem",8901,"DissEGI","Dissertação em Engenharia e Gestão Industrial","Mestrado em Engenharia e Gestão Industrial",,"Virgílio António da Cruz Machado"
"2º Sem",8903,"DissEGr","Dissertação em Engenharia Geológica (Georrecursos)","Mestrado em Engenharia Geológica (Georrecursos)",,"José António de Almeida"
"2º Sem",8904,"DissEGGt","Dissertação em Engenharia Geológica (Geotecnia)","Mestrado em Engenharia Geológica (Geotecnia)",,"Ana Paula Fernandes da Silva"
"2º Sem",9392,"DissEstr","Dissertação em Estruturas","Estudos Gerais",,"Manuel Américo de Jesus Gonçalves da Silva"
"2º Sem",9392,"DissEstr","Dissertação em Estruturas","Mestrado Integrado em Engenharia Civil",,"Manuel Américo de Jesus Gonçalves da Silva"
"2º Sem",9072,"DissMA","Dissertação em Matemática e Aplicações","Mestrado em Matemática e Aplicações",,"Maria Luísa Martins Macedo de Faria Mascarenhas"
"2º Sem",8910,"DissTSA","Dissertação em Tecnologia e Segurança Alimentar","Mestrado em Tecnologia e Segurança Alimentar",,"Benilde Simões Mendes"
"2º Sem",2714,"HT","Higiene do Trabalho","Estudos Pós-Graduados para Técnico Superior de Segurança e Higiene do Trabalho",,"José Martin Miquel Cabeças"
"2º Sem",4087,"Prst","Parasitologia","Mestrado em Genética Molecular e Biomedicina",,"Ilda Maria Barros dos Santos Gomes Sanches"
"2º Sem",8500,"PDM 2","Pedagogia e Didáctica da Matemática II","Mestrado em Ensino da Matemática",,"Maria Helena Coutinho Gomes Almeida Santos"
"2º Sem",8449,"PM","Projecto de Máquinas","Mestrado em Engenharia Mecânica",,"António Manuel Flores Romão de Azevedo Gonçalves Coelho"
"2º Sem",3667,"PM","Projecto de Máquinas","Mestrado Integrado em Engenharia Mecânica",,"António Manuel Flores Romão de Azevedo Gonçalves Coelho"
"2º Sem",9762,"PT(QA) 2","Projecto de Tese em Qualidade Alimentar II","Programa Doutoral em Qualidade  Alimentar",,"Benilde Simões Mendes"
"2º Sem",9567,"EB","Projecto de Tese II","Programa Doutoral em Energia e Bioenergia",,"Benilde Simões Mendes"
"2º Sem",9856,"TIC","Tecnologias de Informação e Comunicação","Programa Doutoral em Ambiente",,"António da Nóbrega de Sousa da Câmara"
"2º Sem",7522,"TRPF","Tecnologias de Revestimentos e Películas Finas","Mestrado em Engenharia de Materiais",,"Elvira Maria Correia Fortunato"
"2º Sem",7522,"TRPF","Tecnologias de Revestimentos e Películas Finas","Programa Doutoral em Ciência e Engenharia de Materiais",,"Elvira Maria Correia Fortunato"
"2º Sem",3477,"TPM","Tecnologias e Processos Mecânicos","Mestrado Integrado em Engenharia Mecânica",,"Jorge Joaquim Pamies Teixeira"
"2º Sem",7221,"TPM","Tecnologias e Processos Mecânicos A","Mestrado Integrado em Engenharia e Gestão Industrial",,"Jorge Joaquim Pamies Teixeira"
"2º Sem",9444,"Tes. EG","Tese em Engenharia Geológica","Programa Doutoral em Engenharia Geológica",,"Rogério Eduardo Bordalo da Rocha"
"2º Sem",9439,"Tes. G","Tese em Geologia","Programa Doutoral em Geologia",,"João José Cardoso Pais"
"2º Sem",9862,"TAE","Tópicos Avançados em Ecologia","Programa Doutoral em Ambiente",,"Maria Rosa Santos de Paiva"
"2º Sem",9858,"TATAR","Tópicos Avançados em Tratamento de Águas Residuais","Programa Doutoral em Ambiente",,"Leonor Miranda Monteiro do Amaral"
"2º Tri",9212,"FE","Fluxos Especiais","Estudos Avançados em Engenharia Sanitária e Gestão Integrada de Resíduos",,"Maria da Graça Madeira Martinho"
"2º Tri",9209,"LOUPA","Laborátório de Operações Unitárias e Processos de Tratamento","Estudos Avançados em Engenharia Sanitária e Gestão Integrada de Resíduos",,"Maria Conceição Carrilho Raimundo dos Santos"
"Anual",9864,"IE","Inovação e Empreendedorismo","Programa Doutoral em Ambiente",,
"Anual",9866,"PT","Plano de Tese","Programa Doutoral em Ambiente",,
"Anual",9852,"Prj","Projecto","Programa Doutoral em Engenharia Biomédica",,
"Anual",9694,"PTQ","Projecto de Tese em Química","Programa Doutoral em Química",,
"Anual",9865,"SI","Seminário de Investigação","Programa Doutoral em Ambiente",,
"Anual",9511,"Tese Fis","Tese de Doutoramento em Física","Programa Doutoral em Física",,
"Anual",9654,"TED","Tese de Equações Diferenciais","Programa Doutoral em Matemática",,
"Anual",9869,"TA","Tese em Ambiente","Programa Doutoral em Ambiente",,
"Anual",8556,"TD","Tese em Bioengenharia","Programa Doutoral em Bioengenharia (MIT)",,
"Anual",9551,"CCONS","Tese em Conservação e Restauro","Programa Doutoral em Conservação e Restauro",,
"Anual",8931,"TACD","Tópicos Avançados em Controlo e Decisão","Programa Doutoral em Engenharia Electrotécnica e de Computadores",,
"Anual",9083,"TARMI","Tópicos Avançados em Robótica e Manufactura Integrada","Programa Doutoral em Engenharia Electrotécnica e de Computadores",,
"Anual",9084,"TASCP","Tópicos Avançados em Sistemas Computacionais e Percepcionais","Programa Doutoral em Engenharia Electrotécnica e de Computadores",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Biologia Celular e Molecular",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Bioquímica",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Conservação - Restauro",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Engenharia de Materiais",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Engenharia Geológica",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Engenharia Informática",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Matemática",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Licenciatura em Química Aplicada",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia Biomédica",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia Civil",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia de Micro e Nanotecnologias",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia do Ambiente",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia e Gestão Industrial",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia Electrotécnica e de Computadores",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia Física",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia Mecânica",,
"1º Sem",9415,"B ""0""","Há mais na Biblioteca do que imaginas","Mestrado Integrado em Engenharia Química e Bioquímica",,
"1º Sem",8676,"C&TE","Cell and Tissue Engineering","Estudos Avançados em Bioengenharia (MIT)",,
"1º Sem",8545,"CEB","Ciências e Engenharia de Biossistemas","Programa Doutoral em Bioengenharia (MIT)",,
"1º Sem",8675,"CBSE","Computational Biosystems Science and Engineering","Estudos Avançados em Bioengenharia (MIT)",,
"1º Sem",9587,"CDC 1","Currículo e Didáctica das Ciências I","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9587,"CDC 1","Currículo e Didáctica das Ciências I","Mestrado em Ensino de Física e de Química",,
"1º Sem",8691,"DPI","Desenvolvimento de um Projecto de Investigação","Programa Doutoral em Ciências da Educação",,
"1º Sem",8895,"DissER","Dissertação em Energias Renováveis","Mestrado em Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis",,
"1º Sem",8900,"DissEGA","Dissertação em Engenharia e Gestão da Água","Mestrado em Engenharia e Gestão da Água",,
"1º Sem",8902,"DissEESC","Dissertação em Engenharia Electrotécnica, Sistemas e Computadores","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores",,
"1º Sem",8908,"DissEMN","Dissertação em Engenharia Microelectrónica e Nanotecnologias","Mestrado em Engenharia Microelectrónica e Nanotecnologias",,
"1º Sem",8546,"ECT","Engenharia Celular e de Tecidos","Programa Doutoral em Bioengenharia (MIT)",,
"1º Sem",8546,"ECT","Engenharia Celular e de Tecidos","Programa Doutoral em Nanotecnologias e Nanociências",,
"1º Sem",8733,"ETB","Equipamentos e Tecnologias Biomédicas","Programa Doutoral em Bioengenharia (MIT)",,
"1º Sem",9248,"Est I","Estágio I","Estudos Gerais",,
"1º Sem",7332,"FOpFOp","Fundamentos de Óptica e Fibras Ópticas","Mestrado Integrado em Engenharia Electrotécnica e de Computadores",,
"1º Sem",2714,"HT","Higiene do Trabalho","Estudos Pós-Graduados para Técnico Superior de Segurança e Higiene do Trabalho",,
"1º Sem",9514,"CC","História e Tendências dos Media Digitais","Programa Doutoral em Media Digitais",,
"1º Sem",9403,"IFP","Infraestruturas Ferroviárias e Portuárias","Mestrado em Engenharia Civil (Estruturas e Geotecnia)",,
"1º Sem",8486,"IntInv","Introdução à Investigação","Mestrado em Engenharia e Gestão da Água",,
"1º Sem",7530,"IntNanoT","Introdução às Nanotecnologias","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores",,
"1º Sem",7530,"IntNanoT","Introdução às Nanotecnologias","Mestrado em Engenharia Microelectrónica e Nanotecnologias",,
"1º Sem",7530,"IntNanoT","Introdução às Nanotecnologias","Mestrado Integrado em Engenharia de Micro e Nanotecnologias",,
"1º Sem",9595,"IE 1","Investigação Educacional I","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9595,"IE 1","Investigação Educacional I","Mestrado em Ensino de Física e de Química",,
"1º Sem",9588,"Lab.1","Laboratório I","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9588,"Lab.1","Laboratório I","Mestrado em Ensino de Física e de Química",,
"1º Sem",2713,"IL","Legislação","Estudos Pós-Graduados para Técnico Superior de Segurança e Higiene do Trabalho",,
"1º Sem",7531,"MIC1","Microelectrónica I","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores",,
"1º Sem",7531,"MIC1","Microelectrónica I","Mestrado em Engenharia Microelectrónica e Nanotecnologias",,
"1º Sem",7531,"MIC1","Microelectrónica I","Mestrado Integrado em Engenharia de Micro e Nanotecnologias",,
"1º Sem",8734,"NB","Nanobiotecnologia e Biomateriais","Programa Doutoral em Bioengenharia (MIT)",,
"1º Sem",8551,"NCc","Neurociências","Programa Doutoral em Bioengenharia (MIT)",,
"1º Sem",9598,"PP","Prática Profissional","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9598,"PP","Prática Profissional","Mestrado em Ensino de Física e de Química",,
"1º Sem",8732,"PPDM","Princípios e Prática de Desenvolvimento de Medicamentos","Programa Doutoral em Bioengenharia (MIT)",,
"1º Sem",3602,"Prj.1","Projecto I","Mestrado em Lógica Computacional",,
"1º Sem",9590,"PE","Psicologia da Educação A","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9590,"PE","Psicologia da Educação A","Mestrado em Ensino de Física e de Química",,
"1º Sem",8692,"SIA 1","Seminário de Investigação Aplicada I","Programa Doutoral em Ciências da Educação",,
"1º Sem",8694,"SIA 3","Seminário de Investigação Aplicada III","Programa Doutoral em Ciências da Educação",,
"1º Sem",8685,"SIE","Seminário de Investigação em Educação","Programa Doutoral em Ciências da Educação",,
"1º Sem",9516,"QAC","Seminário I","Programa Doutoral em Media Digitais",,
"1º Sem",9520,"QAC","Seminário II","Programa Doutoral em Media Digitais",,
"1º Sem",9597,"SI","Seminário Interdisciplinar","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9597,"SI","Seminário Interdisciplinar","Mestrado em Ensino de Física e de Química",,
"1º Sem",9586,"SE","Sociologia da Educação A","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9586,"SE","Sociologia da Educação A","Mestrado em Ensino de Física e de Química",,
"1º Sem",7617,"SIA","Sustentabilidade e Impactes Ambientais em Engenharia Civil","Mestrado Integrado em Engenharia Civil",,
"1º Sem",8856,"TH","Tecnologia do Hidrogénio","Mestrado em Energias Renováveis - Conversão Eléctrica e Utilização Sustentáveis",,
"1º Sem",9589,"TEAC","Tecnologias no Ensino e Aprendizagem das Ciências","Mestrado em Ensino de Biologia e da Geologia",,
"1º Sem",9589,"TEAC","Tecnologias no Ensino e Aprendizagem das Ciências","Mestrado em Ensino de Física e de Química",,
"1º Sem",9518,"CC","Teoria da Comunicação","Programa Doutoral em Media Digitais",,
"1º Sem",8695,"TD 1","Tese de Doutoramento 1","Programa Doutoral em Ciências da Educação",,
"1º Sem",8759,"TD 3","Tese de Doutoramento 3","Programa Doutoral em Ciências da Educação",,
"1º Sem",2717,"TFC","Técnicas de Formação e Comunicação","Estudos Pós-Graduados para Técnico Superior de Segurança e Higiene do Trabalho",,
"2º Sem",8667,"BA","Barragens de Aterro","Estudos Pós-Graduados em Geotecnia para Engenharia Civil",,
"2º Sem",8751,"Dt","Dissertação","Mestrado em Ensino da Matemática",,
"2º Sem",7444,"Emat","Ecomateriais","Mestrado em Engenharia de Materiais",,
"2º Sem",7444,"Emat","Ecomateriais","Mestrado Integrado em Engenharia de Micro e Nanotecnologias",,
"2º Sem",7444,"Emat","Ecomateriais","Programa Doutoral em Ciência e Engenharia de Materiais",,
"2º Sem",6953,"ERT","Electrónica de Reduzida Tensão","Mestrado em Engenharia Electrotécnica, Sistemas e Computadores",,
"2º Sem",6953,"ERT","Electrónica de Reduzida Tensão","Mestrado Integrado em Engenharia Electrotécnica e de Computadores",,
"2º Sem",8540,"EDE","Equações Diferenciais Estocásticas","Mestrado em Matemática e Aplicações",,
"2º Sem",8668,"ES","Estruturas de Suporte","Estudos Pós-Graduados em Geotecnia para Engenharia Civil",,
"2º Sem",8670,"GVC","Geotecnia em Vias de Comunicação","Estudos Pós-Graduados em Geotecnia para Engenharia Civil",,
"2º Sem",2721,"GPE","Gestão da Prevenção e da Emergência","Estudos Pós-Graduados para Técnico Superior de Segurança e Higiene do Trabalho",,
"2º Sem",8678,"IT","Innovation Teams (i-teams)","Estudos Avançados em Bioengenharia (MIT)",,
"2º Sem",9777,"MT","Matérias Primas","Estudos Pós-Graduados em Ciências Gastronómicas",,
